russian_title,english_title,rating,vote_count,genre,director,is_film,start_year,end_year,duration_minutes,country,actors
Джентльмен,Jenteulmaen,7.4,10552.0,детектив,Ким Гён-вон,True,2022.0,,123.0,Корея Южная,Чу Джи-хун|Пак Сон-ун
Оборотень,Wer,5.2,10547.0,ужасы,Уильям Брент Белл,True,2013.0,,89.0,США,А.Дж. Кук|Брайан Скотт О’Коннор
Джастин Бибер: Никогда не говори никогда,Justin Bieber: Never Say Never,1.7,10546.0,документальный,Джон М. Чу,True,2011.0,,105.0,США,Реджинальд Джонс|Тейлор Джеймс
Сущность,The Thing with Feathers,6.1,10544.0,ужасы,Дилан Саузерн,True,2025.0,,98.0,Великобритания,Бенедикт Камбербэтч|Эрик Лёмпарт
Рождество в Вашингтоне,Christmas in Washington,6.4,10541.0,мелодрама,Адриан Лэнгли,True,2021.0,,87.0,Канада,Натали Лисинска|Дэймон Рунян
Оглянись,Look Back,7.6,10539.0,аниме,Киётака Осияма,True,2024.0,,58.0,Япония,Юми Каваи|Мидзуки Ёсида
Станционный смотритель,The Station Agent,7.1,10539.0,драма,Том Маккарти,True,2003.0,,89.0,США,Питер Динклэйдж|Патриша Кларксон
Режим героя,Hero Mode,6.2,10538.0,комедия,А.Дж. Теслер,True,2021.0,,88.0,США,Крис Карпентер|Мира Сорвино
Команда монстров,Elli and the Ghostly Ghost Train,7.1,10536.0,мультфильм,Пит де Риккер,True,2024.0,,86.0,Германия,Далия Шмидт-Фосс|Оливер Калькофе
Король вечеринок 2,Van Wilder 2: The Rise of Taj,5.4,10535.0,мелодрама,Морт Нэтан,True,2006.0,,97.0,США,Кэл Пенн|Лорен Кохэн
Кодекс Готти,Gotti,6.0,10529.0,драма,Кевин Коннолли,True,2017.0,,112.0,Канада,Джон Траволта|Спенсер Лофранко
Лечу тебе навстречу,Dang wo fei ben xiang ni,8.6,10522.0,мелодрама,Юань Шуан,False,,,,Китай,Чжоу Ижань|Чжан Маои
Охотница: Руна мёртвых,The Huntress: Rune of the Dead,5.3,10522.0,драма,Расмус Тирзитис,True,2019.0,,109.0,Швеция,Моа Стефансдоттер|Йоханна Идха
Новый день,Day Break,7.7,10522.0,фантастика,Роб Боумен,False,,,,США,Тэй Диггз|Мун Бладгуд
Заклятье: 13-й этаж,Pengabdi Setan 2: Communion,5.4,10522.0,ужасы,Джоко Анвар,True,2022.0,,119.0,Индонезия,Тара Басро|Энди Арфиан
Таймер,TiMER,6.4,10518.0,фантастика,Жаклин Шеффер,True,2009.0,,99.0,США,Эмма Колфилд|Скотт Холройд
Русалка в Париже,Une sirène à Paris,6.4,10514.0,фэнтези,Матиас Мальзьё,True,2020.0,,102.0,Франция,Николя Дювошель|Мэрилин Лима
Джестер 2,The Jester 2,6.0,10513.0,ужасы,Колин Кравчук,True,2025.0,,87.0,США,Майкл Шеффилд|Кейтлин Трентэм
Властелин колец,The Lord of the Rings,6.9,10508.0,мультфильм,Ральф Бакши,True,1978.0,,132.0,США,Кристофер Гард|Уильям Скуайр
Кусь,The Bite,7.2,10504.0,ужасы,Брук Кеннеди,False,,,,США,Одра МакДональд|Стивен Паскуале
Астерикс против Цезаря,Astérix et la surprise de César,7.5,10504.0,мультфильм,Гаэтан Брицци,True,1985.0,,79.0,Франция,Роже Карель|Пьер Торнад
Переворот 12.12,Seoului bom,7.3,10502.0,история,Ким Сон-су,True,2023.0,,142.0,Корея Южная,Хван Джон-мин|Чон У-сон
Голышом,Naked,5.7,10501.0,фэнтези,Майкл Тиддес,True,2017.0,,96.0,США,Марлон Уайанс|Реджина Холл
Рики Бобби: Король дороги,Talladega Nights: The Ballad of Ricky Bobby,6.1,10499.0,комедия,Адам Маккей,True,2006.0,,108.0,США,Уилл Феррелл|Джон Си Райли
Нюрнберг,Nuremberg,6.6,10500.0,триллер,Джеймс Вандербилт,True,2025.0,,148.0,США,Рами Малек|Рассел Кроу
Темный ангел,Dark Angel,7.8,10492.0,фантастика,Джефф Вулнаф,False,2000.0,2000.0,,США,Джессика Альба|Майкл Уэтерли
Звездный путь: Фильм,Star Trek: The Motion Picture,7.1,10491.0,фантастика,Роберт Уайз,True,1979.0,,143.0,США,Уильям Шетнер|Леонард Нимой
Дневник воспоминаний,Gieokui sigan,6.3,10489.0,мелодрама,Хван Гён-сон,True,2021.0,,97.0,Корея Южная,Ли Сон-ёль|Пэ Ю-бин
Врата,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.5,10487.0,аниме,Тосимаса Исии,False,2015.0,2015.0,,Япония,Дзюнъити Сувабэ|Нао Тояма
Вампирши,Vamps,5.4,10486.0,ужасы,Эми Хекерлинг,True,2011.0,,93.0,США,Алисия Сильверстоун|Кристен Риттер
З/Л/О 94,V/H/S/94,5.6,10485.0,ужасы,Саймон Баррет,True,2021.0,,103.0,США,Анна Хопкинс|Кристиан Потенза
Каратель,The Punisher,6.5,10484.0,боевик,Марк Голдблатт,True,1989.0,,89.0,Австралия,Дольф Лундгрен|Луис Госсет мл.
Отточенное лезвие,Sling Blade,7.7,10484.0,драма,Билли Боб Торнтон,True,1995.0,,135.0,США,Билли Боб Торнтон|Дуайт Йоакам
Германия 83,Deutschland 83,7.6,10479.0,триллер,Эдвард Бергер,False,,,,Германия,Йонас Най|Мария Шрадер
Гадкий Я: Мини-фильмы. Миньоны,Despicable Me: Minion Madness,7.8,10478.0,короткометражка,Крис Рено,True,2010.0,,12.0,США,Миранда Косгров|Дэна Гайер
Санта на продажу,Rare Exports,5.9,10476.0,ужасы,Ялмари Хеландер,True,2010.0,,79.0,Финляндия,Онни Томмила|Йорма Томмила
Похождения молодого Дон Жуана,L'iniziazione,5.8,10475.0,комедия,Джанфранко Мингоцци,True,1986.0,,95.0,Италия,Серена Гранди|Клодин Оже
Метод Комински,The Kominsky Method,7.8,10472.0,драма,Энди Теннант,False,2018.0,2018.0,,США,Майкл Дуглас|Сара Бэйкер
Черчилль,The Gathering Storm,7.2,10472.0,драма,Ричард Лонкрэйн,True,2002.0,,96.0,Великобритания,Альберт Финни|Ванесса Редгрейв
Всё о Стиве,All About Steve,5.7,10471.0,мелодрама,Фил Трэйл,True,2009.0,,99.0,США,Сандра Буллок|Томас Хейден Чёрч
Настоящие охотники за привидениями,The Real Ghost Busters,7.2,10469.0,мультфильм,Уилл Меньот,False,1986.0,1986.0,,США,Морис ЛаМарш|Фрэнк Уэлкер
Пятница 13-е – Часть 4: Последняя глава,Friday the 13th: The Final Chapter,6.0,10468.0,ужасы,Джозеф Зито,True,1984.0,,88.0,США,Эрик Андерсон|Джуди Аронсон
"Не издевайся, Нагаторо","Ijiranaide, Nagatoro-san",6.9,10463.0,аниме,Хирокадзу Ханаи,False,2021.0,2021.0,,Япония,Сумирэ Уэсака|Даики Ямасита
Сказка на острове,Bir Ada Masali,7.3,10463.0,мелодрама,Али Билгин,False,,,,Турция,Айча Айшин Туран|Альп Навруз
Ажырасам,,6.4,10458.0,комедия,Тимур Дулатов,False,,,,Казахстан,Жулдыз Абдукаримова|Айгуль Иманбаева
Дом призраков,Ghost House,5.1,10457.0,ужасы,Рич Рэгсдэйл,True,2017.0,,100.0,США,Скаут Тэйлор-Комптон|Джеймс Хеберт
Повелитель мух,Lord of the Flies,7.0,10456.0,триллер,Гарри Хук,True,1990.0,,90.0,США,Бальтазар Гетти|Крис Фур
Мгла,The Mist,5.2,10451.0,ужасы,Гай Ферленд,False,,,,Канада,Морган Спектор|Алисса Сазерленд
Завет,Zavet,7.5,10450.0,мелодрама,Эмир Кустурица,True,2007.0,,126.0,Сербия,Урош Милованович|Мария Петрониевич
Приключения раввина Якова,Les aventures de Rabbi Jacob,7.8,10448.0,комедия,Жерар Ури,True,1973.0,,100.0,Франция,Луи де Фюнес|Клод Жиро
Правда,La vérité,6.6,10444.0,драма,Хирокадзу Корээда,True,2019.0,,106.0,Франция,Катрин Денёв|Жюльет Бинош
Я все еще здесь,I'm Still Here,6.7,10443.0,драма,Кейси Аффлек,True,2010.0,,108.0,США,Хоакин Феникс|Энтони Лэнгдон
Звук волшебства,Annarasumanara,7.9,10440.0,мелодрама,Ким Сон-юн,False,,,,Корея Южная,Чхве Сон-ын|Чи Чхан-ук
Проклятый лес,Witches in the Woods,5.0,10439.0,ужасы,Джордан Баркер,True,2019.0,,90.0,Канада,Ханна Касулка|Крэйг Арнольд
Рейд: Пуля в голове,Headshot,5.7,10438.0,боевик,Кимо Стамбол,True,2016.0,,117.0,Индонезия,Ико Увайс|Челси Ислан
Визави,Vis a vis,7.9,10438.0,триллер,Сандра Гальего,False,2015.0,2015.0,,Испания,Альба Флорес|Мария Исабель Диас
Китайский городовой,Martial Law,7.2,10438.0,боевик,Олей Сэссон,False,1998.0,1998.0,,США,Саммо Хун|Келли Ху
"История, которую следует прочесть в день, когда ты влюбишься",Hajimete Koi o Shita Hi ni Yomu Hanashi,7.7,10435.0,мелодрама,,False,,,,Япония,Кёко Фукада|Кэнто Нагаяма
Последние часы,These Final Hours,6.4,10432.0,триллер,Зак Хилдитч,True,2013.0,,87.0,Австралия,Нэйтан Филлипс|Энгаури Райс
Звёздный крейсер «Галактика»: Лезвие,Battlestar Galactica: Razor,7.0,10431.0,фантастика,Феликс Энрикес Алькала,True,2007.0,,103.0,США,Эдвард Джеймс Олмос|Мэри Макдоннелл
Кошка на раскаленной крыше,Cat on a Hot Tin Roof,7.9,10429.0,драма,Ричард Брукс,True,1958.0,,108.0,США,Элизабет Тейлор|Пол Ньюман
Чёрные воды,Black Water,5.3,10427.0,боевик,Павел Патрики,True,2018.0,,104.0,Канада,Жан-Клод Ван Дамм|Дольф Лундгрен
Омен. Первое знамение,The First Omen,6.0,10426.0,ужасы,Аркаша Стивенсон,True,2024.0,,119.0,США,Нелл Тайгер Фри|Ральф Айнесон
Мечты робота,Robot Dreams,7.7,10424.0,мультфильм,Пабло Берхер,True,2023.0,,103.0,Испания,Иван Лабанда
Роковая страсть,The Immigrant,6.1,10424.0,драма,Джеймс Грэй,True,2013.0,,120.0,США,Марион Котийяр|Хоакин Феникс
Бумажный дом: Корея,Jongiui jip: gongdonggyeongjeguyeok,7.5,10422.0,триллер,Ким Хон-сон,False,,,,Корея Южная,Ю Джи-тхэ|Ким Юн-джин
Наруто 4,Gekijô-ban Naruto shippûden,6.8,10421.0,аниме,Хадзимэ Камэгаки,True,2007.0,,95.0,Япония,Дзюнко Такэути|Тиэ Накамура
Приговоренные,The Condemned,6.2,10421.0,боевик,Скотт Вайпер,True,2007.0,,114.0,США,Стив Остин|Винни Джонс
Джейд,Jade,5.5,10420.0,боевик,Джеймс Бэмфорд,True,2024.0,,88.0,США,Шейна Уэст|Микки Рурк
Человек эпохи Возрождения,Renaissance Man,7.3,10407.0,драма,Пенни Маршалл,True,1994.0,,128.0,США,Дэнни ДеВито|Грегори Хайнс
Ненасытные люди,Greedy People,6.5,10406.0,комедия,Потси Пончироли,True,2024.0,,112.0,США,Химеш Патель|Джозеф Гордон-Левитт
Между,Twixt,5.2,10405.0,детектив,Фрэнсис Форд Коппола,True,2011.0,,84.0,США,Вэл Килмер|Брюс Дерн
Великий мастер,Yi dai zong shi,6.6,10404.0,боевик,Вонг Кар-Вай,True,2013.0,,123.0,Китай,Тони Люн Чу-Вай|Чжан Цзыи
Флетч,Fletch,7.1,10404.0,комедия,Майкл Ритчи,True,1985.0,,98.0,США,Чеви Чейз|Джо Дон Бейкер
Бабули,Nonnas,7.2,10400.0,комедия,Стивен Чбоски,True,2025.0,,112.0,США,Винс Вон|Сьюзен Сарандон
Вторая жертва,Det andet offer,7.2,10399.0,драма,Зиннини Элкингтон,True,2025.0,,92.0,Дания,Озлем Сагланмак|Трине Дюрхольм
Гампи. Собачья жизнь,Gump - Jsme dvojka,8.0,10399.0,драма,Франтишек Антонин Брабец,True,2024.0,,87.0,Чехия,Ричард Крайчо|Болек Поливка
Вероника,Veronika,7.0,10398.0,триллер,Йонас Александр Арнбю,False,2024.0,2024.0,,Швеция,Александра Рапапорт|Тобиас Зантельман
Связь сердец,Kokoro Connect,7.6,10398.0,аниме,Масая Кавамо,False,,,,Япония,Такахиро Мидзусима|Аки Тоёсаки
Неукротимый,Le battant,7.3,10395.0,триллер,Ален Делон,True,1983.0,,121.0,Франция,Ален Делон|Франсуа Перье
Безумный уик-энд,Tout nous sourit,6.4,10391.0,комедия,Мелисса Дрижар,True,2020.0,,101.0,Франция,Эльза Зильберштейн|Стефан Де Гродт
Черный орел,Black Eagle,5.1,10391.0,боевик,Эрик Карсон,True,1988.0,,90.0,США,Сё Косуги|Жан-Клод Ван Дамм
Вверх тормашками,Head Over Heels,6.8,10388.0,мелодрама,Марк Уотерс,True,2001.0,,86.0,США,Моника Поттер|Фредди Принц мл.
Другой человек,A Different Man,6.8,10387.0,драма,Аарон Шимберг,True,2024.0,,112.0,США,Себастиан Стэн|Ренате Реинсве
Дикая грация,Savage Grace,5.9,10386.0,драма,Том Кэлин,True,2007.0,,97.0,Франция,Джулианна Мур|Эдди Редмэйн
Дух мщения,The Wraith,6.9,10382.0,ужасы,Майк Марвин,True,1986.0,,93.0,Канада,Чарли Шин|Ник Кассаветис
1040 километр,1040 километр,7.5,10381.0,комедия,Медет Калибеков,True,2024.0,,73.0,Казахстан,Бахытжан Альпеисов|Темирлан Утегалиев
Меню,Feast,8.3,10380.0,мультфильм,Патрик Осборн,True,2014.0,,6.0,США,Кэти Лоус|Томми Снайдер
Кокни против зомби,Cockneys vs Zombies,5.7,10378.0,ужасы,Матиас Хёне,True,2012.0,,88.0,Великобритания,Расмус Хардайкер|Гарри Тредэвэй
Кровь и вино,Blood and Wine,6.2,10376.0,триллер,Боб Рейфелсон,True,1996.0,,101.0,Великобритания,Джек Николсон|Стивен Дорфф
Любовь приходит тихо,Love Comes Softly,7.3,10369.0,драма,Майкл Лэндон мл.,True,2003.0,,88.0,США,Кэтрин Хайгл|Дэйл Мидкифф
Цепная реакция,Chain Reaction,6.3,10369.0,фантастика,Эндрю Дэвис,True,1996.0,,107.0,США,Киану Ривз|Морган Фриман
Битва преподов,Fist Fight,5.4,10366.0,комедия,Ричи Кин,True,2017.0,,91.0,США,Чарли Дэй|Айс Кьюб
"Клянусь тобой, любимая",Sanam Teri Kasam,7.9,10364.0,мюзикл,Радхика Рао,True,2016.0,,154.0,Индия,Харшвардхан Ране|Мавра Хокин
Святой Грааль Эрис,Eris no Seihai,8.0,10363.0,аниме,Дзюнпэй Морита,False,2026.0,2026.0,,Япония,Кана Итиносэ|Саюми Судзусиро
Куш собачий,Lucky,6.3,10360.0,комедия,Оливье Ван Хуфстадт,True,2020.0,,90.0,Франция,Микаэль Юн|Альбан Иванов
Хэтфилды и Маккои,Hatfields & McCoys,7.8,10360.0,вестерн,Кевин Рейнольдс,False,,,,США,Кевин Костнер|Билл Пэкстон
Провинциалка,Hick,5.8,10359.0,драма,Дерик Мартини,True,2011.0,,95.0,США,Хлоя Грейс Морец|Эдди Редмэйн
"Гавана, я люблю тебя",7 días en La Habana,6.4,10358.0,драма,Лоран Канте,True,2012.0,,123.0,Испания,Джош Хатчерсон|Эмир Кустурица
"Что новенького, Скуби-Ду?","What's New, Scooby-Doo?",6.8,10356.0,мультфильм,Чак Шитз,False,2002.0,2002.0,,США,Кэйси Касем|Фрэнк Уэлкер
Доктор Фостер,Doctor Foster,7.5,10350.0,триллер,Джереми Лавринг,False,2015.0,2015.0,,Великобритания,Сюранна Джоунс|Берти Карвел
Биг Тайм Раш,Big Time Rush,7.5,10348.0,мюзикл,Сэвидж Стив Холланд,False,2009.0,2009.0,,США,Кендалл Шмидт|Джеймс Маслоу
Ангелы смерти,Killing Angels,,,боевик,Дэвид Х. Венхаус мл.,False,,,,США,Меган Мидуч|Хантер Дж. Уильямс
Рики и Флэш,Ricki and the Flash,6.2,10344.0,драма,Джонатан Демме,True,2015.0,,101.0,США,Мэрил Стрип|Мэми Гаммер
Карл V,Charles V,,,триллер,Ли Тамахори,,,,,Нидерланды,Эдриан Броуди|Софи Куксон
Темная история,Blue Story,6.6,10339.0,мюзикл,Rapman,True,2019.0,,91.0,Великобритания,Стивен Одубола|Майкл Уорд
Невеста,Gelin,,,драма,Танер Тунч,False,2024.0,2024.0,,Турция,Талия Челеби|Дженай Тюрксевер
Как стать викингом,Halvdan Viking,7.1,10337.0,приключения,Густаф Акерблом,True,2018.0,,97.0,Швеция,Вильгот Хедтьерн|Эллинеа Сиамбалис
Прилив,Medcezir,8.4,10332.0,драма,Али Билгин,False,2013.0,2013.0,,Турция,Чагатай Улусой|Серенай Сарыкая
Мост через реку Квай,The Bridge on the River Kwai,7.7,10330.0,драма,Дэвид Лин,True,1957.0,,155.0,Великобритания,Алек Гиннесс|Уильям Холден
Бродяга Кэнсин,Rurouni Kenshin: Meiji Kenkaku Romantan,8.0,10327.0,аниме,Кадзухиро Фурухаси,False,1996.0,1996.0,,Япония,Маё Судзукадзэ|Мина Томинага
30 сребреников,30 Monedas,6.9,10322.0,ужасы,Алекс де ла Иглесиа,False,2020.0,2020.0,,Испания,Эдуард Фернандес|Меган Монтанер
Женаты и с детьми,Married with Children,7.4,10322.0,комедия,Джерри Коэн,False,1987.0,1987.0,,США,Эд О’Нил|Кэти Сагал
Зубастики 3,Critters 3,5.6,10321.0,ужасы,Кристин Питерсон,True,1991.0,,85.0,США,Джон Кэлвин|Айми Брукс
Подземелье драконов,Dungeons & Dragons,5.9,10317.0,фэнтези,Кортни Соломон,True,2000.0,,107.0,США,Джереми Айронс|Брюс Пэйн
Моя жизнь без меня,My Life Without Me,7.5,10315.0,драма,Изабель Койшет,True,2002.0,,106.0,Испания,Сара Полли|Аманда Пламмер
Союз Серокрылых,Haibane renmei,7.9,10314.0,аниме,Томокадзу Токоро,False,,,,Япония,Рё Хирохаси|Дзюнко Нода
Миранда,Miranda,8.0,10313.0,комедия,Джульетт Мэй,False,2009.0,2009.0,,Великобритания,Миранда Харт|Патриция Ходж
Хон Гиль-дон,Hong Gil-dong,7.3,10305.0,фэнтези,Ким Гир-ин,True,1986.0,,108.0,Корея Северная,Ли Ён-хо|Чхан Ге-сон
Любит – не любит,À la folie... pas du tout,7.4,10304.0,триллер,Летиция Коломбани,True,2002.0,,92.0,Франция,Одри Тоту|Самюэль Ле Бьян
Дружеское соперничество,Seonuiui gyeongjaeng,7.6,10303.0,триллер,Ким Тхэ-хи,False,,,,Корея Южная,Ли Хе-ри|Чон Су-бин
Снежный пирог,Snow Cake,7.4,10303.0,драма,Марк Эванс,True,2006.0,,112.0,Канада,Алан Рикман|Сигурни Уивер
Леди Гамильтон,That Hamilton Woman,7.9,10302.0,драма,Александр Корда,True,1941.0,,120.0,США,Вивьен Ли|Лоуренс Оливье
Суши-girl,The Ramen Girl,6.8,10301.0,драма,Робер Аллан Акерман,True,2008.0,,102.0,США,Бриттани Мерфи|Тосиюки Нисида
Охотник х Охотник: Алая иллюзия,Gekijouban Hunter x Hunter: Phantom Rouge,6.7,10297.0,аниме,Юдзо Сато,True,2013.0,,97.0,Япония,Кэидзи Фудзивара|Мария Исэ
История вечной любви,Ever After,7.7,10297.0,драма,Энди Теннант,True,1998.0,,121.0,США,Дрю Бэрримор|Анжелика Хьюстон
Змеиный полет,Snakes on a Plane,5.7,10295.0,триллер,Дэвид Р. Эллис,True,2006.0,,105.0,США,Сэмюэл Л. Джексон|Джулианна Маргулис
Основные принципы добра,The Fundamentals of Caring,7.0,10294.0,драма,Роб Барнетт,True,2015.0,,97.0,США,Пол Радд|Крэйг Робертс
Злодейка наслаждается своей седьмой жизнью в качестве свободолюбивой невесты во вражеской стране,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.5,10291.0,аниме,Кадзуя Ивата,False,,,,Япония,Икуми Хасэгава|Нобунага Симадзаки
Плоть,Suitable Flesh,5.7,10288.0,ужасы,Джо Линч,True,2023.0,,100.0,США,Хизер Грэм|Джуда Льюис
Клуб полуночников,The Midnight Club,6.4,10288.0,драма,Аксель Кэролин,False,,,,Канада,Иман Бенсон|Игби Ригни
Обнаженная,Naked,7.7,10289.0,драма,Майк Ли,True,1993.0,,132.0,Великобритания,Дэвид Тьюлис|Лесли Шарп
Мертвые до востребования,Pushing Daisies,7.9,10287.0,мюзикл,Лоуренс Триллинг,False,2007.0,2007.0,,США,Ли Пейс|Анна Фрил
Рюдзо и семеро бойцов,Ryuzo to 7 nin no kobun tachi,6.5,10286.0,комедия,Такеши Китано,True,2015.0,,125.0,Япония,Тацуя Фудзи|Масаоми Кондо
Блондинка под прицелом,Double Threat,5.9,10282.0,боевик,Шэйн Стэнли,True,2022.0,,92.0,США,Даниэль С. Райан|Доун Оливери
От заката до рассвета,From Dusk Till Dawn: The Series,6.2,10282.0,боевик,Роберт Родригес,False,2014.0,2014.0,,США,Д.Дж. Котрона|Зейн Холц
Один шанс на двоих,1 chance sur 2,7.0,10282.0,боевик,Патрис Леконт,True,1998.0,,104.0,Франция,Жан-Поль Бельмондо|Ален Делон
Мисс Хаммурапи,Miseu Hammurabi,7.7,10277.0,драма,Квак Чон-хван,False,,,,Корея Южная,Ко А-ра|Ким Мён-су
Гангстердам,Gangsterdam,6.3,10276.0,боевик,Ромейн Леви,True,2017.0,,100.0,Франция,Кев Адамс|Манон Азем
Леди-ястреб,Ladyhawke,7.5,10273.0,фэнтези,Ричард Доннер,True,1985.0,,121.0,США,Мэттью Бродерик|Рутгер Хауэр
Во имя семьи,Yi jia ren zhi ming,8.7,10273.0,мелодрама,Дин Цзыгуан,False,,,,Китай,Ту Сунъянь|Чжан Силинь
Нецелованная,Never Been Kissed,6.5,10273.0,драма,Раджа Госнелл,True,1999.0,,107.0,США,Дрю Бэрримор|Дэвид Аркетт
Призраки Талсы,Don't Hang Up,5.5,10271.0,ужасы,Алекс Херрон,True,2025.0,,91.0,США,Клер Макпартлэнд|Бретт Кертис
Война и мир,War and Peace,7.5,10271.0,драма,Роберт Дорнхельм,False,,,,Италия,Клеманс Поэзи|Алессио Бони
Альпийские приключения,Schellen-Ursli,7.7,10268.0,драма,Ксавьер Коллер,True,2015.0,,100.0,Швейцария,Йонас Хартманн|Маркус Зигнер
Неистребимый шпион,Spy Hard,6.6,10268.0,боевик,Рик Фридберг,True,1996.0,,81.0,США,Лесли Нильсен|Николетт Шеридан
Трое мужчин и младенец,Three Men and a Baby,7.3,10264.0,драма,Леонард Нимой,True,1987.0,,102.0,США,Том Селлек|Стив Гуттенберг
Жвалы,Mandibules,6.5,10263.0,фэнтези,Кантен Дюпьё,True,2020.0,,77.0,Франция,Давид Марсе|Грегуар Людиг
Бунтарка,Radio Rebel,6.6,10263.0,мелодрама,Питер Хауит,True,2012.0,,89.0,США,Дебби Райан|Серена Пармар
Слияние двух лун,Two Moon Junction,6.2,10261.0,драма,Залман Кинг,True,1988.0,,104.0,США,Шерилин Фенн|Ричард Тайсон
Тихий лес,Schweigend steht der Wald,5.9,10258.0,триллер,Сарализа Фольм,True,2022.0,,94.0,Германия,Генриетта Конфуриус|Роберт Штадлобер
Искусство ограбления,The Burnt Orange Heresy,6.7,10259.0,триллер,Джузеппе Капотонди,True,2019.0,,99.0,Великобритания,Клас Банг|Элизабет Дебики
А потом мы танцевали,And Then We Danced,7.8,10255.0,драма,Леван Акин,True,2019.0,,113.0,Швеция,Леван Гелбахиани|Бачи Валишвили
Наруто 5,Gekijô ban Naruto: Shippûden - Kizuna,6.9,10255.0,аниме,Хадзимэ Камэгаки,True,2008.0,,90.0,Япония,Дзюнко Такэути|Тиэ Накамура
Неестественная смерть,Unnatural,7.8,10249.0,детектив,Аюко Цукахара,False,,,,Япония,Сатоми Исихара|Арата Иура
Звездные войны: Опорная команда,Skeleton Crew,6.7,10246.0,фантастика,Джон Уоттс,False,2024.0,2024.0,,США,Джуд Лоу|Райан Кира Армстронг
Охота за «Красным Октябрем»,The Hunt for Red October,6.6,10244.0,боевик,Джон Мактирнан,True,1990.0,,135.0,США,Шон Коннери|Алек Болдуин
Заклятие Амелии,A Semente do Mal,5.4,10244.0,ужасы,Гэбриел Абрантеш,True,2023.0,,91.0,Португалия,Джек Хейвен|Карлоту Кота
Шеф-повар тирана,Pokgunui sepeu,8.3,10242.0,мелодрама,Чан Тхэ-ю,False,,,,Корея Южная,Лим Юн-а|Ли Чхэ-мин
Орион и Тьма,Orion and the Dark,6.5,10240.0,мультфильм,Шон Чэрмэтц,True,2024.0,,93.0,Франция,Джейкоб Тремблей|Пол Уолтер Хаузер
Загадочное убийство в Манхэттене,Manhattan Murder Mystery,7.4,10237.0,комедия,Вуди Аллен,True,1993.0,,107.0,США,Вуди Аллен|Дайан Китон
Евангелион 3.0: Ты (не) исправишь,Evangelion: 3.0 You Can (Not) Redo,6.7,10236.0,аниме,Махиро Маэда,True,2012.0,,96.0,Япония,Мэгуми Огата|Мэгуми Хаясибара
Каникулы маленького Николя,Les vacances du petit Nicolas,6.8,10233.0,комедия,Лоран Тирар,True,2014.0,,97.0,Франция,Матео Бойсселье|Валери Лемерсье
Раздражительность,Acrimony,6.6,10230.0,триллер,Тайлер Перри,True,2017.0,,120.0,США,Тараджи П. Хенсон|Лайрик Бент
Сон во сне,Shu juan yi meng,8.5,10226.0,мелодрама,Го Ху,False,2025.0,2025.0,,Китай,Ли Итун|Лю Юйнин
Кейптаун,Cape Town,6.8,10227.0,триллер,Питер Лэдд,False,,,,Германия,Тронд Эспен Сейм|Борис Коджо
Под мостом,Under the Bridge,6.8,10223.0,триллер,Кевин Филлипс,False,,,,США,Лили Гладстоун|Вритика Гупта
Комната смерти,The Killing Room,5.5,10221.0,триллер,Джонатан Либесман,True,2008.0,,93.0,США,Ник Кэннон|Клеа ДюВалл
Джодха и Акбар,Jodhaa Akbar,8.2,10217.0,мелодрама,Ашутош Говарикер,True,2008.0,,213.0,Индия,Ритик Рошан|Айшвария Рай Баччан
Алиса в городах,Alice in den Städten,8.0,10217.0,драма,Вим Вендерс,True,1973.0,,113.0,Германия (ФРГ),Рюдигер Фоглер|Йелла Роттлэндер
Школа строгого режима,Kangoku gakuen,7.3,10217.0,аниме,Цутому Мидзусима,False,2015.0,2015.0,,Япония,Хироси Камия|Кацуюки Конъиси
Вся правда о любви,The Truth About Love,6.6,10213.0,мелодрама,Джон Хэй,True,2005.0,,100.0,Великобритания,Дюгрей Скотт|Дженнифер Лав Хьюитт
Франкенштейн,Frankenstein,7.4,10210.0,ужасы,Джеймс Уэйл,True,1931.0,,70.0,США,Колин Клайв|Мэй Кларк
Гавайи 5.0,Hawaii Five-0,7.7,10204.0,боевик,Брайан Спайсер,False,2010.0,2010.0,,США,Алекс О’Локлин|Скотт Каан
Пурпурная роза Каира,The Purple Rose of Cairo,7.6,10203.0,фэнтези,Вуди Аллен,True,1985.0,,82.0,США,Миа Фэрроу|Джефф Дэниелс
Гибель богов,La caduta degli dei (Götterdämmerung),7.8,10201.0,драма,Лукино Висконти,True,1969.0,,157.0,Италия,Дирк Богард|Ингрид Тулин
Кадиллак Рекордс,Cadillac Records,7.6,10198.0,драма,Дарнелл Мартин,True,2008.0,,109.0,США,Эдриан Броуди|Джеффри Райт
Коп с чёрным поясом,Mudosilmugwan,7.6,10193.0,криминал,Ким Джу-хван,True,2024.0,,107.0,Корея Южная,Ким У-бин|Ким Сон-гюн
Прогулка по лесам,A Walk in the Woods,6.8,10192.0,драма,Кен Куопис,True,2015.0,,104.0,США,Роберт Редфорд|Ник Нолти
Формула 1. Драйв выживания,Formula 1: Drive to Survive,8.5,10186.0,документальный,David Hayes,False,2019.0,2019.0,,Великобритания,Onur Han Besen|Gizem Besen
